Observation Number,Is GLOBE Trained,is Citizen Science,Site ID,Observation Latitude,Observation Longitude,Observation Elevation,Measurement Date (UTC),Measurement Time (UTC),Is_dust,Dust_QA_comment,Sky Color,Sky Visibility,Total Cloud Cover,Total Cloud Cover %,Cirrus,Cirrocumulus,Cirrostratus,Altostratus,Altocumulus,Cumulus,Nimbostratus,Stratus,Stratocumulus,Cumulonimbus,Short Lived Contrails,Spreading Contrails,Non Spreading Contrails,Fog,Smoke,Haze,Volcanic Ash,Dust,Sand,Spray,Heavy Rain,Heavy Snow,Blowing Snow,Surface Snow/Ice,Surface Standing Water,Surface Muddy,Surface Dry Ground,Surface Leaves on Trees,Surface Raining or Snowing,High Cloud Cover,High Cloud Opacity,Mid Cloud Cover,Mid Cloud Opacity,Low Cloud Cover,Low Cloud Opacity,Surface Air Temperature,Surface Barometric Pressure,Surface Relative Humidity %,Ground Image North,Ground Image East,Ground Image South,Ground Image West,Ground Image Up,Ground Image Down,GEO/Terra/Aqua Satellite Match Table,CALIPSO Satellite Match Table,GEO Satellite,GEO Date,GEO Time,GEO Latitude,GEO Longitude,GEO Vzen,GEO Szen,GEO Low Cloud Cover,GEO Mid Cloud Cover,GEO High Cloud Cover,GEO Low Liquid,GEO Mid Lquid,GEO High Liquid,GEO Low Ice,GEO Mid Ice,GEO High Ice,GEO Low Cloud Opt,GEO Mid Cloud Opt,GEO High Cloud Opt,GEO Low Cloud Temp (K),GEO Mid Cloud Temp (K),GEO High Cloud Temp (K), GEO Low Cloud Altitude,GEO Mid Cloud Altitude,GEO High Cloud Altitude,GEO Snow,GEO Ocean,Terra Satellite,Terra Longitude,Terra Latitude,Terra Date,Terra Time,Terra Low Cloud Altitude,Terra Low Cloud Opt,Terra Low Cloud Cover,Terra Low Cloud Phase,Terra Low Cloud Temp (K),Terra Mid Cloud Altitude,Terra Mid Cloud Opt,Terra Mid Cloud Cover,Terra Mid Cloud Phase,Terra Mid Cloud Temp (K),Terra High Cloud Altitude,Terra High Cloud Opt,Terra High Cloud Cover,Terra High Cloud Phase,Terra High Cloud Temp (K),Terra Vzen,Terra Szen,Terra Wind,Terra Snow,Terra Ocean,Aqua Satellite,Aqua Longitude,Aqua Latitude,Aqua Date, Aqua Time, Aqua Low Cloud Altitude, Aqua Low Cloud Opt, Aqua Low Cloud Cover, Aqua Low Cloud Phase, Aqua Low Cloud Kel, Aqua Mid Cloud Altitude, Aqua Mid Cloud Opt, Aqua Mid Cloud Cover, Aqua Mid Cloud Phase, Aqua Mid Cloud Kel, Aqua High Cloud Altitude, Aqua High Cloud Opt, Aqua High Cloud Cover,Aqua High Cloud Phase,Aqua High Cloud Kel, Aqua Sat Vzen, Aqua Sat Szen, Aqua Wind, Aqua Snow, Aqua Ocean,,,
950149,1,0,13105,21.5546,39.1844,12.9,10/15/19,9:09:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,38,1009.4,61,-99,-99,-99,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
877718,0,1,172812,35.1627,33.3475,0,10/15/19,9:31:00,unknown,CDP,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/15/1249525/original.jpg,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
877873,0,1,172252,32.1326,34.8507,0,10/15/19,11:34:00,FALSE,OVR,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/15/1250788/original.jpg,https://data.globe.gov/system/photos/2019/10/15/1250791/original.jpg,https://data.globe.gov/system/photos/2019/10/15/1250789/original.jpg,https://data.globe.gov/system/photos/2019/10/15/1250794/original.jpg,https://data.globe.gov/system/photos/2019/10/15/1250798/original.jpg,https://data.globe.gov/system/photos/2019/10/15/1250800/original.jpg,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
878095,0,1,172968,34.9998,33.7425,0,10/15/19,14:06:00,FALSE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/15/1269323/original.jpg,https://data.globe.gov/system/photos/2019/10/15/1269327/original.jpg,https://data.globe.gov/system/photos/2019/10/15/1269326/original.jpg,https://data.globe.gov/system/photos/2019/10/15/1269328/original.jpg,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
887150,1,0,173026,29,41,114,10/16/19,11:01:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-99,-99,-99,-99,-99,-99,36,994.7,23,-99,-99,-99,-99,-99,-99,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=301-173026-24058994-201910161101,no match,METEOSAT-11,10/16/19,11:10:00,0,0,55.88,48.82,98.55,0,50.72,47.83,0,50.72,30.43,0,0,17.39,-99,11.04,9.41,-99,265.98,255.89,-99,5.27,7.4,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Aqua,41.01,29,10/16/19,10:58:00,88.541,0,0,0,0,0,5.4285,10.475,26.745,1,264.982,7.0694,20.36,61.796,2,254.303,45.196,47.156,4.2346,0.1,0
879973,0,1,173580,46.2232,6.146,0,10/16/19,15:30:00,FALSE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/16/1256357/original.jpg,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
881387,0,1,173919,34.248,71.7202,0,10/17/19,10:27:00,FALSE,biomass burning smoke,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/17/1259998/original.jpg,-99,https://data.globe.gov/system/photos/2019/10/17/1259999/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1260000/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1260001/original.jpg,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
881487,0,1,173947,32.0882,34.7802,0,10/17/19,11:51:00,TRUE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/17/1260348/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1260350/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1260349/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1260351/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1260352/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1260355/original.jpg,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
882769,0,1,174271,44.3492,-117.268,0,10/17/19,23:58:00,FALSE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/17/1263500/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1263502/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1263501/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1263503/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1263504/original.jpg,https://data.globe.gov/system/photos/2019/10/17/1263505/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-174271-61822060-201910172358,no match,GOES-15,10/18/19,0:05:00,0,-128,52.22,81.04,69.23,1.54,55.38,12.31,1.54,36.92,0,0,18.46,12.31,3.18,6.76,0.28,277.49,263.69,231.28,1.87,3.7,11.67,0,1.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
888878,0,1,173157,43.1177,-77.5384,0,10/18/19,15:48:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-173157-61646097-201910181548,no match,GOES-16,10/18/19,16:03:00,0,-75,49.8,54.13,100,100,0,0,100,0,0,0,0,0,9.68,-99,-99,271.59,-99,-99,1.53,-99,-99,0,21.35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
883576,0,1,174128,40.478,-79.7199,0,10/18/19,16:23:00,FALSE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/18/1266401/original.jpg,https://data.globe.gov/system/photos/2019/10/18/1266404/original.jpg,https://data.globe.gov/system/photos/2019/10/18/1266403/original.jpg,https://data.globe.gov/system/photos/2019/10/18/1266405/original.jpg,https://data.globe.gov/system/photos/2019/10/18/1266406/original.jpg,https://data.globe.gov/system/photos/2019/10/18/1266407/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-174128-61149147-201910181623,no match,GOES-16,10/18/19,16:33:00,0,-75,47.05,50.64,96.97,39.39,57.58,0,37.12,56.06,0,2.27,1.52,0,4.51,7.72,-99,271.62,269.89,-99,1.83,2.09,-99,0,0.99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
884677,1,1,173866,26.0005,79.1619,0,10/19/19,8:11:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,30.4,1013.2,41,-99,-99,-99,-99,-99,-99,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-173866-59830782-201910190811,no match,METEOSAT-8,10/19/19,8:10:00,0,41.5,51.43,43.52,100,0,3.7,96.3,0,3.7,9.88,0,0,86.42,-99,3.42,4.15,-99,267.13,247.51,-99,5.56,10.04,0,0.26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Aqua,79.176,25.995,10/19/19,8:10:00,99.7828,0,0,0,0,0,3.7935,4.425,2.8971,1,274.4325,8.5982,4.275,96.8857,1.9991,248.9486,17.4543,43.6779,1.2832,0,0.3571
884716,0,1,174751,10.7519,122.5887,0,10/19/19,8:59:00,FALSE,OVR,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/19/1268819/original.jpg,-99,-99,-99,-99,-99,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-174751-60330296-201910190859,no match,HIMAWARI-8,10/19/19,9:02:00,0,140.7,24.58,84.44,89.43,0,14.63,74.8,0,13.01,0,0,1.63,74.8,-99,5,6.66,-99,277.81,227.64,-99,4.17,13.28,0,39.59,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
884818,1,1,174375,25.9977,79.1642,0,10/19/19,10:50:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,28.1,1012.5,50,-99,-99,-99,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
885935,1,1,175079,26.0067,79.1604,0,10/20/19,1:40:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
886018,0,1,175121,11.3866,107.5373,0,10/20/19,6:10:00,FALSE,OVR,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/20/1272473/original.jpg,https://data.globe.gov/system/photos/2019/10/20/1272477/original.jpg,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
925958,1,0,182148,21.59,39.191,23.6,10/20/19,9:10:00,unknown,no photos,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,40,1012,60,-99,-99,-99,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
887367,1,1,172404,22.8064,58.1537,0,10/20/19,13:49:00,TRUE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,34,-99,-99,https://data.globe.gov/system/photos/2019/10/20/1276091/original.jpg,https://data.globe.gov/system/photos/2019/10/20/1276093/original.jpg,https://data.globe.gov/system/photos/2019/10/20/1276092/original.jpg,https://data.globe.gov/system/photos/2019/10/20/1276094/original.jpg,https://data.globe.gov/system/photos/2019/10/20/1276095/original.jpg,https://data.globe.gov/system/photos/2019/10/20/1276096/original.jpg,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
887462,1,1,172073,22.8063,58.1536,0,10/21/19,2:19:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,21,-99,-99,-99,-99,-99,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
887483,1,1,173837,26.0029,79.1664,0,10/21/19,3:29:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,29.3,1015.7,36,-99,-99,-99,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
887700,1,1,173866,26.0007,79.1618,0,10/21/19,8:41:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,31.5,1011.9,23,-99,-99,-99,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
887807,1,1,172404,22.8062,58.1537,0,10/21/19,10:01:00,TRUE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,34,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/21/1277037/original.jpg,-99,https://data.globe.gov/system/photos/2019/10/21/1277038/original.jpg,https://data.globe.gov/system/photos/2019/10/21/1277039/original.jpg,https://data.globe.gov/system/photos/2019/10/21/1277040/original.jpg,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
887825,1,1,173866,26.0006,79.1618,0,10/21/19,10:23:00,unknown,no photos,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,31.5,1011.9,23,-99,-99,-99,-99,-99,-99,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
887905,0,1,174877,29.1362,34.6876,0,10/21/19,11:40:00,TRUE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/21/1277358/original.jpg,https://data.globe.gov/system/photos/2019/10/21/1277360/original.jpg,https://data.globe.gov/system/photos/2019/10/21/1277359/original.jpg,https://data.globe.gov/system/photos/2019/10/21/1277361/original.jpg,https://data.globe.gov/system/photos/2019/10/21/1277362/original.jpg,https://data.globe.gov/system/photos/2019/10/21/1277363/original.jpg,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
889395,0,1,175845,29.7222,35.0025,0,10/22/19,9:09:00,TRUE,,-99,-99,obscured,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,https://data.globe.gov/system/photos/2019/10/22/1281699/original.jpg,https://data.globe.gov/system/photos/2019/10/22/1281701/original.jpg,https://data.globe.gov/system/photos/2019/10/22/1281700/original.jpg,https://data.globe.gov/system/photos/2019/10/22/1281703/original.jpg,https://data.globe.gov/system/photos/2019/10/22/1281704/original.jpg,https://data.globe.gov/system/photos/2019/10/22/1281705/original.jpg,no match,no match,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
